image,transcription,transliteration,length
img_00509,ꦢꦗꦫꦝꦩꦤ,dajaradhamana,6
img_00510,ꦝꦠꦚꦒ,dhatanyaga,4
img_00511,ꦕꦛꦪ,cathaya,3
img_00512,ꦛꦗꦠꦱꦝ,thajatasadha,5
img_00513,ꦭꦭ,lala,2
img_00514,ꦭꦪ,laya,2
img_00515,ꦥꦧꦥ,pabapa,3
img_00516,ꦤꦛꦥ,nathapa,3
img_00517,ꦠꦫꦱꦭꦔꦛ,tarasalangatha,6
img_00518,ꦝꦥꦔꦏꦧꦭ,dhapangakabala,6
img_00519,ꦚꦗꦚ,nyajanya,3
img_00520,ꦧꦫ,bara,2
img_00521,ꦔꦝꦤꦠꦚꦝ,ngadhanatanyadha,6
img_00522,ꦝꦚꦱ,dhanyasa,3
img_00523,ꦫꦢ,rada,2
img_00524,ꦮꦱ,wasa,2
img_00525,ꦗꦪꦮ,jayawa,3
img_00526,ꦲꦗꦏꦥꦚ,hajakapanya,5
img_00527,ꦥꦗꦒ,pajaga,3
img_00528,ꦝꦢ,dhada,2
img_00529,ꦱꦤꦠꦚ,sanatanya,4
img_00530,ꦢꦏꦱꦩ,dakasama,4
img_00531,ꦝꦒ,dhaga,2
img_00532,ꦢꦱ,dasa,2
img_00533,ꦛꦔꦚꦧꦔꦧ,thanganyabangaba,6
img_00534,ꦏꦕꦝ,kacadha,3
img_00535,ꦗꦥꦕꦏꦏ,japacakaka,5
img_00536,ꦲꦛꦧꦏ,hathabaka,4
img_00537,ꦏꦔꦤ,kangana,3
img_00538,ꦛꦢꦒꦔ,thadaganga,4
img_00539,ꦚꦒꦲꦭ,nyagahala,4
img_00540,ꦱꦭꦪꦏꦒꦗ,salayakagaja,6
img_00541,ꦲꦏꦭꦤꦩꦚ,hakalanamanya,6
img_00542,ꦢꦪꦠꦗꦏ,dayatajaka,5
img_00543,ꦭꦧꦲ,labaha,3
img_00544,ꦠꦱꦭꦪꦩꦭ,tasalayamala,6
img_00545,ꦝꦥꦩꦪꦱ,dhapamayasa,5
img_00546,ꦕꦗꦮꦛꦫ,cajawathara,5
img_00547,ꦕꦤ,cana,2
img_00548,ꦲꦔꦔꦝꦫ,hangangadhara,5
img_00549,ꦔꦫꦤꦪ,ngaranaya,4
img_00550,ꦩꦱꦧꦕ,masabaca,4
img_00551,ꦢꦕꦒ,dacaga,3
img_00552,ꦚꦮ,nyawa,2
img_00553,ꦚꦢꦏꦧ,nyadakaba,4
img_00554,ꦕꦚꦚꦥ,canyanyapa,4
img_00555,ꦚꦩꦩꦛꦛꦥ,nyamamathathapa,6
img_00556,ꦔꦤꦗ,nganaja,3
img_00557,ꦗꦥꦒ,japaga,3
img_00558,ꦫꦱ,rasa,2
img_00559,ꦒꦠꦏꦫ,gatakara,4
img_00560,ꦕꦮꦛ,cawatha,3
img_00561,ꦮꦗꦢꦛ,wajadatha,4
img_00562,ꦗꦚꦢꦔꦕ,janyadangaca,5
img_00563,ꦝꦛꦱꦛꦚ,dhathasathanya,5
img_00564,ꦕꦭꦔꦕ,calangaca,4
img_00565,ꦠꦫꦝꦒ,taradhaga,4
img_00566,ꦪꦩꦪꦔꦧꦒ,yamayangabaga,6
img_00567,ꦧꦪꦛꦲ,bayathaha,4
img_00568,ꦭꦩ,lama,2
img_00569,ꦩꦚ,manya,2
img_00570,ꦤꦒꦏꦥꦝꦭ,nagakapadhala,6
img_00571,ꦪꦫꦚ,yaranya,3
img_00572,ꦚꦝ,nyadha,2
img_00573,ꦗꦔꦢꦚꦮꦠ,jangadanyawata,6
img_00574,ꦩꦭꦤꦥꦚ,malanapanya,5
img_00575,ꦔꦤꦝꦩꦛ,nganadhamatha,5
img_00576,ꦔꦭꦕꦲꦚꦭ,ngalacahanyala,6
img_00577,ꦚꦫꦢꦢꦗꦢ,nyaradadajada,6
img_00578,ꦠꦭꦔꦔꦏꦮ,talangangakawa,6
img_00579,ꦱꦫꦱꦪꦮ,sarasayawa,5
img_00580,ꦗꦝꦚꦩꦧ,jadhanyamaba,5
img_00581,ꦭꦪꦤꦝꦢ,layanadhada,5
img_00582,ꦚꦧꦚꦛ,nyabanyatha,4
img_00583,ꦛꦩꦗꦧ,thamajaba,4
img_00584,ꦕꦥ,capa,2
img_00585,ꦔꦢ,ngada,2
img_00586,ꦥꦠꦤꦕꦗ,patanacaja,5
img_00587,ꦗꦕꦝꦔꦏꦥ,jacadhangakapa,6
img_00588,ꦤꦤꦝꦚꦒꦲ,nanadhanyagaha,6
img_00589,ꦮꦢꦮ,wadawa,3
img_00590,ꦕꦧꦗꦒꦝ,cabajagadha,5
img_00591,ꦗꦒ,jaga,2
img_00592,ꦪꦚ,yanya,2
img_00593,ꦧꦩꦏꦢ,bamakada,4
img_00594,ꦕꦒꦱꦲ,cagasaha,4
img_00595,ꦲꦕꦫꦝꦮꦕ,hacaradhawaca,6
img_00596,ꦤꦭꦧꦥ,nalabapa,4
img_00597,ꦥꦛꦫꦏꦭ,patharakala,5
img_00598,ꦛꦛꦕꦚ,thathacanya,4
img_00599,ꦫꦤꦝꦮ,ranadhawa,4
img_00600,ꦚꦫꦫꦗꦥꦮ,nyararajapawa,6
img_00601,ꦢꦲꦫꦒꦒꦒ,daharagagaga,6
img_00602,ꦩꦠꦗꦭ,matajala,4
img_00603,ꦕꦪꦤꦠꦔ,cayanatanga,5
img_00604,ꦕꦠꦧꦲꦮ,catabahawa,5
img_00605,ꦫꦛꦲꦢꦩ,rathahadama,5
img_00606,ꦭꦕ,laca,2
img_00607,ꦪꦒꦛꦔꦮꦮ,yagathangawawa,6
img_00608,ꦥꦝꦗꦪ,padhajaya,4
img_00609,ꦠꦝꦮꦫꦛꦤ,tadhawarathana,6
img_00610,ꦱꦩ,sama,2
img_00611,ꦠꦚꦱ,tanyasa,3
img_00612,ꦮꦧ,waba,2
img_00613,ꦗꦪꦫ,jayara,3
img_00614,ꦒꦕꦱꦱꦕ,gacasasaca,5
img_00615,ꦏꦩꦔꦢꦝ,kamangadadha,5
img_00616,ꦪꦚꦢꦫ,yanyadara,4
img_00617,ꦔꦮꦗ,ngawaja,3
img_00618,ꦥꦗꦮꦠꦢꦫ,pajawatadara,6
img_00619,ꦮꦫꦲꦱꦢꦠ,warahasadata,6
img_00620,ꦮꦱ,wasa,2
img_00621,ꦠꦤꦭꦧꦭ,tanalabala,5
img_00622,ꦱꦫ,sara,2
img_00623,ꦚꦛꦏ,nyathaka,3
img_00624,ꦥꦧ,paba,2
img_00625,ꦫꦱꦭꦢꦏ,rasaladaka,5
img_00626,ꦭꦤꦏꦠꦕ,lanakataca,5
img_00627,ꦪꦚꦠꦕꦫ,yanyatacara,5
img_00628,ꦔꦥꦚꦠ,ngapanyata,4
img_00629,ꦏꦩ,kama,2
img_00630,ꦠꦢꦢꦱꦛꦏ,tadadasathaka,6
img_00631,ꦱꦭ,sala,2
img_00632,ꦲꦫꦭꦱꦒ,haralasaga,5
img_00633,ꦝꦗꦲꦮ,dhajahawa,4
img_00634,ꦒꦔꦱꦱꦏꦥ,gangasasakapa,6
img_00635,ꦚꦱ,nyasa,2
img_00636,ꦢꦥ,dapa,2
img_00637,ꦪꦲꦤꦢꦩ,yahanadama,5
img_00638,ꦤꦠ,nata,2
img_00639,ꦚꦮꦩꦭꦱꦚ,nyawamalasanya,6
img_00640,ꦩꦪꦭꦚꦕ,mayalanyaca,5
img_00641,ꦗꦛꦮꦭꦭꦮ,jathawalalawa,6
img_00642,ꦤꦢꦧꦒꦚ,nadabaganya,5
img_00643,ꦒꦒ,gaga,2
img_00644,ꦗꦛꦒ,jathaga,3
img_00645,ꦗꦥꦗꦧꦱꦧ,japajabasaba,6
img_00646,ꦲꦧꦭ,habala,3
img_00647,ꦮꦝꦠꦧ,wadhataba,4
img_00648,ꦱꦕꦭꦝ,sacaladha,4
img_00649,ꦛꦝꦗꦪꦔꦪ,thadhajayangaya,6
img_00650,ꦛꦠꦥꦚꦏ,thatapanyaka,5
img_00651,ꦏꦏꦤꦛ,kakanatha,4
img_00652,ꦥꦝ,padha,2
img_00653,ꦲꦗꦫꦢ,hajarada,4
img_00654,ꦮꦔꦩꦕꦠꦛ,wangamacatatha,6
img_00655,ꦫꦧꦠꦢ,rabatada,4
img_00656,ꦠꦝꦩꦛꦔꦗ,tadhamathangaja,6
img_00657,ꦩꦚꦩꦱꦕ,manyamasaca,5
img_00658,ꦔꦠꦏꦥ,ngatakapa,4
img_00659,ꦱꦲꦩ,sahama,3
img_00660,ꦥꦒꦱꦚꦱ,pagasanyasa,5
img_00661,ꦩꦢꦔꦛ,madangatha,4
img_00662,ꦥꦝꦒꦛ,padhagatha,4
img_00663,ꦝꦤ,dhana,2
img_00664,ꦔꦤ,ngana,2
img_00665,ꦛꦱꦝꦏ,thasadhaka,4
img_00666,ꦒꦭꦛꦲꦩ,galathahama,5
img_00667,ꦪꦲ,yaha,2
img_00668,ꦥꦪꦛꦢꦱꦠ,payathadasata,6
img_00669,ꦠꦮ,tawa,2
img_00670,ꦮꦗꦠꦕ,wajataca,4
img_00671,ꦧꦠꦮꦔꦩꦤ,batawangamana,6
img_00672,ꦔꦒꦧꦩ,ngagabama,4
img_00673,ꦤꦚ,nanya,2
img_00674,ꦫꦫꦲꦔꦥꦤ,rarahangapana,6
img_00675,ꦚꦕꦢꦏꦧꦱ,nyacadakabasa,6
img_00676,ꦤꦤꦧꦩꦮꦕ,nanabamawaca,6
img_00677,ꦛꦗꦠ,thajata,3
img_00678,ꦠꦚꦒ,tanyaga,3
img_00679,ꦧꦮꦛꦔꦝ,bawathangadha,5
img_00680,ꦢꦱꦢ,dasada,3
img_00681,ꦱꦲ,saha,2
img_00682,ꦝꦚ,dhanya,2
img_00683,ꦏꦛ,katha,2
img_00684,ꦛꦭꦲꦏ,thalahaka,4
img_00685,ꦢꦕꦧ,dacaba,3
img_00686,ꦔꦛꦝꦲꦭꦚ,ngathadhahalanya,6
img_00687,ꦏꦝ,kadha,2
img_00688,ꦛꦮꦕꦏꦲ,thawacakaha,5
img_00689,ꦮꦲꦚꦲꦝ,wahanyahadha,5
img_00690,ꦗꦗꦥꦮꦲ,jajapawaha,5
img_00691,ꦢꦏꦪꦤꦭꦚ,dakayanalanya,6
img_00692,ꦪꦢꦩꦧꦏ,yadamabaka,5
img_00693,ꦪꦲꦛ,yahatha,3
img_00694,ꦧꦗꦢꦒꦚ,bajadaganya,5
img_00695,ꦮꦝꦢꦤꦒ,wadhadanaga,5
img_00696,ꦭꦧꦮ,labawa,3
img_00697,ꦲꦛꦪ,hathaya,3
img_00698,ꦪꦚ,yanya,2
img_00699,ꦩꦢꦠꦤꦮ,madatanawa,5
img_00700,ꦧꦛꦪꦤꦭꦪ,bathayanalaya,6
img_00701,ꦢꦧꦢꦢ,dabadada,4
img_00702,ꦝꦩꦫꦱ,dhamarasa,4
img_00703,ꦲꦔꦫꦤ,hangarana,4
img_00704,ꦚꦢꦥ,nyadapa,3
img_00705,ꦱꦭꦫꦥꦭꦮ,salarapalawa,6
img_00706,ꦧꦩꦏꦗ,bamakaja,4
img_00707,ꦏꦭꦏꦤ,kalakana,4
img_00708,ꦏꦝꦕ,kadhaca,3
img_00709,ꦒꦲꦛꦥꦤꦮ,gahathapanawa,6
img_00710,ꦫꦪ,raya,2
img_00711,ꦥꦏꦱꦪ,pakasaya,4
img_00712,ꦭꦢ,lada,2
img_00713,ꦗꦫꦕꦏ,jaracaka,4
img_00714,ꦫꦏꦮꦤꦧ,rakawanaba,5
img_00715,ꦫꦕ,raca,2
img_00716,ꦤꦧꦩꦱꦝ,nabamasadha,5
img_00717,ꦔꦛꦝ,ngathadha,3
img_00718,ꦭꦩꦭ,lamala,3
img_00719,ꦔꦫꦔꦩꦮꦫ,ngarangamawara,6
img_00720,ꦥꦛꦒ,pathaga,3
img_00721,ꦥꦲꦩ,pahama,3
img_00722,ꦗꦚꦢꦒꦏꦧ,janyadagakaba,6
img_00723,ꦏꦏꦢꦧꦚ,kakadabanya,5
img_00724,ꦮꦒꦠꦥꦒꦕ,wagatapagaca,6
img_00725,ꦛꦔꦚꦪ,thanganyaya,4
img_00726,ꦝꦩꦔꦭꦲ,dhamangalaha,5
img_00727,ꦗꦏ,jaka,2
img_00728,ꦏꦕꦗꦧ,kacajaba,4
img_00729,ꦱꦛꦩꦱ,sathamasa,4
img_00730,ꦢꦱꦒꦢ,dasagada,4
img_00731,ꦝꦲꦔ,dhahanga,3
img_00732,ꦪꦗꦮꦒ,yajawaga,4
img_00733,ꦮꦮꦤꦠ,wawanata,4
img_00734,ꦧꦚ,banya,2
img_00735,ꦩꦏꦒ,makaga,3
img_00736,ꦏꦛ,katha,2
img_00737,ꦛꦩꦮꦛ,thamawatha,4
img_00738,ꦏꦫꦕꦛꦭ,karacathala,5
img_00739,ꦠꦛꦔꦔꦧ,tathangangaba,5
img_00740,ꦧꦪꦏꦤ,bayakana,4
img_00741,ꦭꦚꦔ,lanyanga,3
img_00742,ꦭꦥ,lapa,2
img_00743,ꦗꦝꦩꦗꦱꦫ,jadhamajasara,6
img_00744,ꦥꦫ,para,2
img_00745,ꦛꦚꦛꦔ,thanyathanga,4
img_00746,ꦪꦝꦏꦏꦫꦭ,yadhakakarala,6
img_00747,ꦗꦤ,jana,2
img_00748,ꦒꦮꦕꦥ,gawacapa,4
img_00749,ꦭꦗꦲꦗꦒꦒ,lajahajagaga,6
img_00750,ꦔꦥꦩꦱ,ngapamasa,4
img_00751,ꦧꦔꦏꦠ,bangakata,4
img_00752,ꦮꦢꦩꦢꦭ,wadamadala,5
img_00753,ꦢꦛꦥꦛꦪꦭ,dathapathayala,6
img_00754,ꦝꦭꦧꦏꦧꦩ,dhalabakabama,6
img_00755,ꦕꦮ,cawa,2
img_00756,ꦪꦥ,yapa,2
img_00757,ꦤꦭꦒꦩꦝꦚ,nalagamadhanya,6
img_00758,ꦠꦗꦲꦠ,tajahata,4
img_00759,ꦚꦱꦧꦫꦚꦔ,nyasabaranyanga,6
img_00760,ꦢꦮꦛꦕꦤ,dawathacana,5
img_00761,ꦏꦠꦚꦠꦗ,katanyataja,5
img_00762,ꦒꦝ,gadha,2
img_00763,ꦲꦲꦠꦫ,hahatara,4
img_00764,ꦗꦒꦒꦲꦕ,jagagahaca,5
img_00765,ꦏꦠ,kata,2
img_00766,ꦒꦗꦥ,gajapa,3
img_00767,ꦭꦠꦒꦤꦲꦩ,lataganahama,6
img_00768,ꦢꦲꦛꦱ,dahathasa,4
img_00769,ꦱꦝꦧꦫꦏ,sadhabaraka,5
img_00770,ꦗꦢꦢꦤꦛ,jadadanatha,5
img_00771,ꦔꦗꦠ,ngajata,3
img_00772,ꦝꦪꦪꦗꦭ,dhayayajala,5
img_00773,ꦥꦲꦝ,pahadha,3
img_00774,ꦝꦗ,dhaja,2
img_00775,ꦮꦕꦏꦭ,wacakala,4
img_00776,ꦤꦫꦝ,naradha,3
img_00777,ꦮꦚꦛꦝ,wanyathadha,4
img_00778,ꦏꦢꦫ,kadara,3
img_00779,ꦏꦏꦢꦕꦲꦲ,kakadacahaha,6
img_00780,ꦏꦮꦕꦪ,kawacaya,4
img_00781,ꦤꦛꦕꦪꦫ,nathacayara,5
img_00782,ꦒꦠꦩꦗꦒ,gatamajaga,5
img_00783,ꦪꦪꦩꦩꦪ,yayamamaya,5
img_00784,ꦢꦫꦩꦔ,daramanga,4
img_00785,ꦩꦗꦱ,majasa,3
img_00786,ꦮꦗ,waja,2
img_00787,ꦗꦫꦮ,jarawa,3
img_00788,ꦤꦭꦗꦲꦠ,nalajahata,5
img_00789,ꦏꦤꦮꦥꦝ,kanawapadha,5
img_00790,ꦤꦕꦢ,nacada,3
img_00791,ꦠꦱꦗꦧꦕ,tasajabaca,5
img_00792,ꦱꦲꦝꦠꦭ,sahadhatala,5
img_00793,ꦛꦒ,thaga,2
img_00794,ꦚꦮꦢꦢꦤ,nyawadadana,5
img_00795,ꦔꦲꦧꦤꦧꦩ,ngahabanabama,6
img_00796,ꦫꦧꦮꦭꦪ,rabawalaya,5
img_00797,ꦲꦪꦧꦢꦔ,hayabadanga,5
img_00798,ꦱꦒꦕꦒꦏꦱ,sagacagakasa,6
img_00799,ꦔꦕꦪꦤꦧꦫ,ngacayanabara,6
img_00800,ꦤꦪꦲꦫꦢꦕ,nayaharadaca,6
img_00801,ꦱꦩ,sama,2
img_00802,ꦭꦥꦝꦏꦝꦕ,lapadhakadhaca,6
img_00803,ꦤꦒ,naga,2
img_00804,ꦏꦥꦲꦤ,kapahana,4
img_00805,ꦫꦫꦏꦫꦲꦔ,rarakarahanga,6
img_00806,ꦗꦱ,jasa,2
img_00807,ꦪꦠꦠꦛꦚꦕ,yatatathanyaca,6
img_00808,ꦠꦮꦠꦪꦏꦚ,tawatayakanya,6
img_00809,ꦚꦥꦢꦪꦝ,nyapadayadha,5
img_00810,ꦝꦭꦏ,dhalaka,3
img_00811,ꦢꦚꦭꦲ,danyalaha,4
img_00812,ꦢꦩꦲꦱ,damahasa,4
img_00813,ꦤꦠꦢꦮꦪ,natadawaya,5
img_00814,ꦪꦠꦚꦮꦚꦠ,yatanyawanyata,6
img_00815,ꦤꦱꦭꦲ,nasalaha,4
img_00816,ꦪꦲꦥꦮꦲꦚ,yahapawahanya,6
img_00817,ꦥꦲꦮ,pahawa,3
img_00818,ꦱꦭꦢꦏꦩꦥ,saladakamapa,6
img_00819,ꦲꦮ,hawa,2
img_00820,ꦫꦩꦮ,ramawa,3
img_00821,ꦕꦤꦩꦢꦧꦔ,canamadabanga,6
img_00822,ꦝꦱꦠꦗꦮ,dhasatajawa,5
img_00823,ꦝꦭꦪꦭꦏꦒ,dhalayalakaga,6
img_00824,ꦥꦲꦧꦚꦠꦗ,pahabanyataja,6
img_00825,ꦕꦲꦩꦲꦛ,cahamahatha,5
img_00826,ꦝꦭꦤꦱꦒꦥ,dhalanasagapa,6
img_00827,ꦝꦲ,dhaha,2
img_00828,ꦲꦛꦏꦏ,hathakaka,4
img_00829,ꦧꦮꦒ,bawaga,3
img_00830,ꦮꦗ,waja,2
img_00831,ꦤꦗꦢꦪ,najadaya,4
img_00832,ꦪꦤ,yana,2
img_00833,ꦩꦪꦱꦝꦔꦫ,mayasadhangara,6
img_00834,ꦭꦧꦚꦥꦲ,labanyapaha,5
img_00835,ꦧꦮꦢꦫꦤ,bawadarana,5
img_00836,ꦱꦩꦚꦒꦥ,samanyagapa,5
img_00837,ꦪꦗꦧꦒꦧꦗ,yajabagabaja,6
img_00838,ꦛꦝꦔꦢꦱ,thadhangadasa,5
img_00839,ꦕꦕꦔꦤꦧꦮ,cacanganabawa,6
img_00840,ꦫꦚꦛ,ranyatha,3
img_00841,ꦮꦭꦫꦮꦚꦩ,walarawanyama,6
img_00842,ꦫꦒꦚꦠꦩ,raganyatama,5
img_00843,ꦔꦮ,ngawa,2
img_00844,ꦤꦏꦪꦫꦤ,nakayarana,5
img_00845,ꦕꦥꦠꦔꦫ,capatangara,5
img_00846,ꦥꦏꦥꦭ,pakapala,4
img_00847,ꦠꦝꦚꦠꦧꦪ,tadhanyatabaya,6
img_00848,ꦏꦪꦮꦫꦫꦧ,kayawararaba,6
img_00849,ꦮꦤꦧꦲ,wanabaha,4
img_00850,ꦤꦔ,nanga,2
img_00851,ꦕꦏ,caka,2
img_00852,ꦫꦫꦕ,raraca,3
img_00853,ꦕꦗ,caja,2
img_00854,ꦪꦕꦝꦏ,yacadhaka,4
img_00855,ꦤꦛꦏꦛꦫ,nathakathara,5
img_00856,ꦱꦲ,saha,2
img_00857,ꦚꦥꦔꦠ,nyapangata,4
img_00858,ꦏꦥꦩꦝꦚꦲ,kapamadhanyaha,6
img_00859,ꦧꦩꦢꦕꦒꦮ,bamadacagawa,6
img_00860,ꦱꦱꦒ,sasaga,3
img_00861,ꦤꦒ,naga,2
img_00862,ꦏꦠꦝꦭꦱ,katadhalasa,5
img_00863,ꦠꦕꦛꦲ,tacathaha,4
img_00864,ꦝꦮꦒꦔꦱꦪ,dhawagangasaya,6
img_00865,ꦪꦗꦲ,yajaha,3
img_00866,ꦔꦕꦔ,ngacanga,3
img_00867,ꦩꦩꦕꦝꦧ,mamacadhaba,5
img_00868,ꦫꦒꦧ,ragaba,3
img_00869,ꦧꦪꦕꦪꦕ,bayacayaca,5
img_00870,ꦗꦔꦒꦚꦗꦝ,jangaganyajadha,6
img_00871,ꦫꦛꦪ,rathaya,3
img_00872,ꦫꦭ,rala,2
img_00873,ꦭꦱ,lasa,2
img_00874,ꦧꦗꦠꦕ,bajataca,4
img_00875,ꦠꦩꦏꦕ,tamakaca,4
img_00876,ꦤꦱꦩꦮ,nasamawa,4
img_00877,ꦫꦝꦭ,radhala,3
img_00878,ꦧꦔꦏꦤ,bangakana,4
img_00879,ꦲꦪꦧꦕ,hayabaca,4
img_00880,ꦤꦮꦔꦱꦲꦭ,nawangasahala,6
img_00881,ꦛꦚꦱꦧꦛ,thanyasabatha,5
img_00882,ꦠꦱ,tasa,2
img_00883,ꦛꦏꦕꦢ,thakacada,4
img_00884,ꦲꦠꦫ,hatara,3
img_00885,ꦫꦠ,rata,2
img_00886,ꦗꦩ,jama,2
img_00887,ꦏꦝꦲꦔꦤꦕ,kadhahanganaca,6
img_00888,ꦮꦝꦧꦲꦲ,wadhabahaha,5
img_00889,ꦲꦱꦲꦢꦔ,hasahadanga,5
img_00890,ꦢꦢ,dada,2
img_00891,ꦤꦭꦤꦮ,nalanawa,4
img_00892,ꦪꦧꦪꦤꦧꦝ,yabayanabadha,6
img_00893,ꦔꦔꦫ,ngangara,3
img_00894,ꦗꦒꦏꦠ,jagakata,4
img_00895,ꦚꦠ,nyata,2
img_00896,ꦝꦫꦤꦥꦱ,dharanapasa,5
img_00897,ꦝꦥ,dhapa,2
img_00898,ꦛꦫꦕ,tharaca,3
img_00899,ꦛꦚꦢ,thanyada,3
img_00900,ꦗꦧꦥꦮꦕꦛ,jabapawacatha,6
img_00901,ꦥꦫꦠ,parata,3
img_00902,ꦭꦭꦗ,lalaja,3
img_00903,ꦚꦕꦤ,nyacana,3
img_00904,ꦤꦛ,natha,2
img_00905,ꦚꦭꦝꦭꦫꦢ,nyaladhalarada,6
img_00906,ꦩꦥꦫꦒꦗ,maparagaja,5
img_00907,ꦕꦲꦏ,cahaka,3
img_00908,ꦤꦪꦝꦚ,nayadhanya,4
img_00909,ꦤꦏꦔꦲꦤ,nakangahana,5
img_00910,ꦠꦫꦕꦔꦱ,taracangasa,5
img_00911,ꦱꦥꦔꦱ,sapangasa,4
img_00912,ꦤꦕꦔꦫꦢꦧ,nacangaradaba,6
img_00913,ꦧꦒꦕꦲꦮ,bagacahawa,5
img_00914,ꦢꦮ,dawa,2
img_00915,ꦚꦱꦛꦭꦚ,nyasathalanya,5
img_00916,ꦗꦒꦧ,jagaba,3
img_00917,ꦲꦠꦧꦫ,hatabara,4
img_00918,ꦪꦠꦱ,yatasa,3
img_00919,ꦪꦝꦥ,yadhapa,3
img_00920,ꦝꦢꦒꦤꦔ,dhadagananga,5
img_00921,ꦩꦭꦲꦥꦭ,malahapala,5
img_00922,ꦔꦫꦠꦪ,ngarataya,4
img_00923,ꦏꦫꦔꦥ,karangapa,4
img_00924,ꦏꦒꦗꦪ,kagajaya,4
img_00925,ꦤꦫꦚꦗ,naranyaja,4
img_00926,ꦥꦒꦫꦫꦲꦩ,pagararahama,6
img_00927,ꦧꦠꦛꦤ,batathana,4
img_00928,ꦫꦤ,rana,2
img_00929,ꦔꦮꦏ,ngawaka,3
img_00930,ꦫꦒꦠ,ragata,3
img_00931,ꦭꦪꦝꦧ,layadhaba,4
img_00932,ꦥꦒꦮ,pagawa,3
img_00933,ꦝꦠꦤ,dhatana,3
img_00934,ꦮꦭꦚ,walanya,3
img_00935,ꦔꦏꦏ,ngakaka,3
img_00936,ꦤꦭꦚꦗ,nalanyaja,4
img_00937,ꦛꦏꦱꦔꦒ,thakasangaga,5
img_00938,ꦩꦚꦫꦚ,manyaranya,4
img_00939,ꦲꦧꦤꦢ,habanada,4
img_00940,ꦩꦫꦫꦲꦪꦔ,mararahayanga,6
img_00941,ꦗꦱꦲꦤꦱꦫ,jasahanasara,6
img_00942,ꦲꦒꦮꦚꦥ,hagawanyapa,5
img_00943,ꦥꦕꦩꦲꦢ,pacamahada,5
img_00944,ꦗꦒꦪ,jagaya,3
img_00945,ꦠꦝꦏꦧꦥ,tadhakabapa,5
img_00946,ꦮꦱ,wasa,2
img_00947,ꦲꦱꦝꦫꦏ,hasadharaka,5
img_00948,ꦔꦫꦧ,ngaraba,3
img_00949,ꦥꦤꦩ,panama,3
img_00950,ꦪꦗꦭꦔ,yajalanga,4
img_00951,ꦱꦮꦔꦝ,sawangadha,4
img_00952,ꦧꦩ,bama,2
img_00953,ꦕꦭꦲꦱ,calahasa,4
img_00954,ꦒꦱꦭ,gasala,3
img_00955,ꦝꦒ,dhaga,2
img_00956,ꦤꦭꦢꦝ,naladadha,4
img_00957,ꦮꦤꦕ,wanaca,3
img_00958,ꦔꦛꦏ,ngathaka,3
img_00959,ꦫꦚꦮꦏ,ranyawaka,4
img_00960,ꦭꦭꦕ,lalaca,3
img_00961,ꦗꦚꦧ,janyaba,3
img_00962,ꦝꦤꦚꦗꦒꦱ,dhananyajagasa,6
img_00963,ꦝꦢꦢꦩ,dhadadama,4
img_00964,ꦝꦠꦛ,dhatatha,3
img_00965,ꦠꦒ,taga,2
img_00966,ꦩꦭꦒꦤꦝꦛ,malaganadhatha,6
img_00967,ꦪꦭ,yala,2
img_00968,ꦭꦩ,lama,2
img_00969,ꦫꦧꦥꦏꦮꦔ,rabapakawanga,6
img_00970,ꦮꦫꦪꦕ,warayaca,4
img_00971,ꦮꦗꦱ,wajasa,3
img_00972,ꦲꦠꦚꦱ,hatanyasa,4
img_00973,ꦫꦏꦤꦭ,rakanala,4
img_00974,ꦩꦛꦭꦫ,mathalara,4
img_00975,ꦫꦚꦠꦥ,ranyatapa,4
img_00976,ꦮꦗꦕꦛꦲꦪ,wajacathahaya,6
img_00977,ꦒꦗꦗꦲꦧꦱ,gajajahabasa,6
img_00978,ꦛꦛꦒꦝꦲꦚ,thathagadhahanya,6
img_00979,ꦔꦱꦏꦕꦩꦗ,ngasakacamaja,6
img_00980,ꦩꦥꦠ,mapata,3
img_00981,ꦥꦚ,panya,2
img_00982,ꦭꦏꦝꦏꦫꦢ,lakadhakarada,6
img_00983,ꦛꦫꦠꦠ,tharatata,4
img_00984,ꦛꦢꦲꦝꦱ,thadahadhasa,5
img_00985,ꦏꦤꦛꦤ,kanathana,4
img_00986,ꦩꦮꦫꦛꦥꦲ,mawarathapaha,6
img_00987,ꦮꦲꦒꦕꦱ,wahagacasa,5
img_00988,ꦗꦧꦤꦫꦪ,jabanaraya,5
img_00989,ꦏꦭꦚꦫꦏ,kalanyaraka,5
img_00990,ꦕꦔ,canga,2
img_00991,ꦲꦧꦗꦏꦭꦭ,habajakalala,6
img_00992,ꦲꦫꦒ,haraga,3
img_00993,ꦢꦱꦝꦫ,dasadhara,4
img_00994,ꦛꦲꦕꦗꦭꦧ,thahacajalaba,6
img_00995,ꦔꦠꦒꦝꦩꦔ,ngatagadhamanga,6
img_00996,ꦕꦩꦩꦤ,camamana,4
img_00997,ꦔꦲꦱꦝꦪ,ngahasadhaya,5
img_00998,ꦔꦢꦤꦔꦲ,ngadanangaha,5
img_00999,ꦏꦲꦔ,kahanga,3
