image,transcription,transliteration,length,font_used,group_id
img_00189_aug1.png,ꦪꦤꦕ,yanaca,3,Nyk Ngayogyan Jejeg,img_00189
img_00189_aug2.png,ꦪꦤꦕ,yanaca,3,Nyk Ngayogyan Jejeg,img_00189
img_00190_orig.png,ꦥꦢꦏꦩꦱꦱ,padakamasasa,6,Gumregah New FULL,img_00190
img_00190_aug1.png,ꦥꦢꦏꦩꦱꦱ,padakamasasa,6,Gumregah New FULL,img_00190
img_00190_aug2.png,ꦥꦢꦏꦩꦱꦱ,padakamasasa,6,Gumregah New FULL,img_00190
img_00192_orig.png,ꦪꦭꦪꦢꦝꦗ,yalayadadhaja,6,CARAKAN JAWA,img_00192
img_00192_aug1.png,ꦪꦭꦪꦢꦝꦗ,yalayadadhaja,6,CARAKAN JAWA,img_00192
img_00192_aug2.png,ꦪꦭꦪꦢꦝꦗ,yalayadadhaja,6,CARAKAN JAWA,img_00192
img_00193_orig.png,ꦛꦮꦲꦧ,thawahaba,4,Sehulbari,img_00193
img_00193_aug1.png,ꦛꦮꦲꦧ,thawahaba,4,Sehulbari,img_00193
img_00193_aug2.png,ꦛꦮꦲꦧ,thawahaba,4,Sehulbari,img_00193
img_00194_orig.png,ꦛꦗꦔꦤꦗꦛ,thajanganajatha,6,Nawatura Beta,img_00194
img_00194_aug1.png,ꦛꦗꦔꦤꦗꦛ,thajanganajatha,6,Nawatura Beta,img_00194
img_00194_aug2.png,ꦛꦗꦔꦤꦗꦛ,thajanganajatha,6,Nawatura Beta,img_00194
img_00195_orig.png,ꦝꦲ,dhaha,2,Nayaka New,img_00195
img_00195_aug1.png,ꦝꦲ,dhaha,2,Nayaka New,img_00195
img_00195_aug2.png,ꦝꦲ,dhaha,2,Nayaka New,img_00195
img_00196_orig.png,ꦫꦱ,rasa,2,Sehulbari,img_00196
img_00196_aug1.png,ꦫꦱ,rasa,2,Sehulbari,img_00196
img_00196_aug2.png,ꦫꦱ,rasa,2,Sehulbari,img_00196
img_00197_orig.png,ꦩꦕꦲꦗ,macahaja,4,CARAKAN JAWA,img_00197
img_00197_aug1.png,ꦩꦕꦲꦗ,macahaja,4,CARAKAN JAWA,img_00197
img_00197_aug2.png,ꦩꦕꦲꦗ,macahaja,4,CARAKAN JAWA,img_00197
img_00198_orig.png,ꦠꦮꦤꦝ,tawanadha,4,New Kramawirya,img_00198
img_00198_aug1.png,ꦠꦮꦤꦝ,tawanadha,4,New Kramawirya,img_00198
img_00198_aug2.png,ꦠꦮꦤꦝ,tawanadha,4,New Kramawirya,img_00198
img_00199_orig.png,ꦕꦏꦢꦏꦧ,cakadakaba,5,CARAKAN JAWA,img_00199
img_00199_aug1.png,ꦕꦏꦢꦏꦧ,cakadakaba,5,CARAKAN JAWA,img_00199
img_00199_aug2.png,ꦕꦏꦢꦏꦧ,cakadakaba,5,CARAKAN JAWA,img_00199
img_00200_orig.png,ꦢꦒꦝꦕꦚꦗ,dagadhacanyaja,6,Noto Sans Javanese Regular,img_00200
img_00200_aug1.png,ꦢꦒꦝꦕꦚꦗ,dagadhacanyaja,6,Noto Sans Javanese Regular,img_00200
img_00200_aug2.png,ꦢꦒꦝꦕꦚꦗ,dagadhacanyaja,6,Noto Sans Javanese Regular,img_00200
img_00202_orig.png,ꦫꦭꦒꦚꦔꦱ,ralaganyangasa,6,Damarwulan,img_00202
img_00202_aug1.png,ꦫꦭꦒꦚꦔꦱ,ralaganyangasa,6,Damarwulan,img_00202
img_00202_aug2.png,ꦫꦭꦒꦚꦔꦱ,ralaganyangasa,6,Damarwulan,img_00202
img_00203_orig.png,ꦛꦩꦒꦠꦱ,thamagatasa,5,Djoharuddin,img_00203
img_00203_aug1.png,ꦛꦩꦒꦠꦱ,thamagatasa,5,Djoharuddin,img_00203
img_00203_aug2.png,ꦛꦩꦒꦠꦱ,thamagatasa,5,Djoharuddin,img_00203
img_00204_orig.png,ꦪꦮꦔꦒꦤ,yawangagana,5,New Kramawirya,img_00204
img_00204_aug1.png,ꦪꦮꦔꦒꦤ,yawangagana,5,New Kramawirya,img_00204
img_00204_aug2.png,ꦪꦮꦔꦒꦤ,yawangagana,5,New Kramawirya,img_00204
img_00209_orig.png,ꦠꦝ,tadha,2,Nyk Ngayogyan Jejeg,img_00209
img_00209_aug1.png,ꦠꦝ,tadha,2,Nyk Ngayogyan Jejeg,img_00209
img_00209_aug2.png,ꦠꦝ,tadha,2,Nyk Ngayogyan Jejeg,img_00209
img_00210_orig.png,ꦭꦝꦝꦲꦤꦮ,ladhadhahanawa,6,Djoharuddin,img_00210
img_00210_aug1.png,ꦭꦝꦝꦲꦤꦮ,ladhadhahanawa,6,Djoharuddin,img_00210
img_00210_aug2.png,ꦭꦝꦝꦲꦤꦮ,ladhadhahanawa,6,Djoharuddin,img_00210
img_00212_orig.png,ꦗꦪꦲ,jayaha,3,Nyk Ngayogyan New Italic,img_00212
img_00212_aug1.png,ꦗꦪꦲ,jayaha,3,Nyk Ngayogyan New Italic,img_00212
img_00212_aug2.png,ꦗꦪꦲ,jayaha,3,Nyk Ngayogyan New Italic,img_00212
img_00213_orig.png,ꦠꦔꦫꦕꦛ,tangaracatha,5,Tuladha Jejeg,img_00213
img_00213_aug1.png,ꦠꦔꦫꦕꦛ,tangaracatha,5,Tuladha Jejeg,img_00213
img_00213_aug2.png,ꦠꦔꦫꦕꦛ,tangaracatha,5,Tuladha Jejeg,img_00213
img_00214_orig.png,ꦗꦥꦭꦚꦢꦭ,japalanyadala,6,AB Wulang,img_00214
img_00214_aug1.png,ꦗꦥꦭꦚꦢꦭ,japalanyadala,6,AB Wulang,img_00214
img_00214_aug2.png,ꦗꦥꦭꦚꦢꦭ,japalanyadala,6,AB Wulang,img_00214
img_00215_orig.png,ꦮꦠꦮꦔꦠ,watawangata,5,CARAKAN JAWA,img_00215
img_00215_aug1.png,ꦮꦠꦮꦔꦠ,watawangata,5,CARAKAN JAWA,img_00215
img_00215_aug2.png,ꦮꦠꦮꦔꦠ,watawangata,5,CARAKAN JAWA,img_00215
img_00216_orig.png,ꦥꦥꦕꦠꦱ,papacatasa,5,Jamawi,img_00216
img_00216_aug1.png,ꦥꦥꦕꦠꦱ,papacatasa,5,Jamawi,img_00216
img_00216_aug2.png,ꦥꦥꦕꦠꦱ,papacatasa,5,Jamawi,img_00216
img_00217_orig.png,ꦠꦒꦱꦲꦮ,tagasahawa,5,New Kramawirya,img_00217
img_00217_aug1.png,ꦠꦒꦱꦲꦮ,tagasahawa,5,New Kramawirya,img_00217
img_00217_aug2.png,ꦠꦒꦱꦲꦮ,tagasahawa,5,New Kramawirya,img_00217
img_00219_orig.png,ꦏꦚꦝꦢ,kanyadhada,4,AB Bakul,img_00219
img_00219_aug1.png,ꦏꦚꦝꦢ,kanyadhada,4,AB Bakul,img_00219
img_00219_aug2.png,ꦏꦚꦝꦢ,kanyadhada,4,AB Bakul,img_00219
img_00221_orig.png,ꦠꦮꦗꦕꦠ,tawajacata,5,Dhuwung,img_00221
img_00221_aug1.png,ꦠꦮꦗꦕꦠ,tawajacata,5,Dhuwung,img_00221
img_00221_aug2.png,ꦠꦮꦗꦕꦠ,tawajacata,5,Dhuwung,img_00221
img_00222_orig.png,ꦫꦔꦢꦕꦗ,rangadacaja,5,New Kramawirya,img_00222
img_00222_aug1.png,ꦫꦔꦢꦕꦗ,rangadacaja,5,New Kramawirya,img_00222
img_00222_aug2.png,ꦫꦔꦢꦕꦗ,rangadacaja,5,New Kramawirya,img_00222
img_00224_orig.png,ꦛꦔ,thanga,2,Dhuwung,img_00224
img_00224_aug1.png,ꦛꦔ,thanga,2,Dhuwung,img_00224
img_00224_aug2.png,ꦛꦔ,thanga,2,Dhuwung,img_00224
img_00227_orig.png,ꦫꦏꦮꦪꦝꦤ,rakawayadhana,6,Jamawi,img_00227
img_00227_aug1.png,ꦫꦏꦮꦪꦝꦤ,rakawayadhana,6,Jamawi,img_00227
img_00227_aug2.png,ꦫꦏꦮꦪꦝꦤ,rakawayadhana,6,Jamawi,img_00227
img_00228_orig.png,ꦛꦠꦚꦒꦝꦒ,thatanyagadhaga,6,Nyk Ngayogyan Jejeg,img_00228
img_00228_aug1.png,ꦛꦠꦚꦒꦝꦒ,thatanyagadhaga,6,Nyk Ngayogyan Jejeg,img_00228
img_00228_aug2.png,ꦛꦠꦚꦒꦝꦒ,thatanyagadhaga,6,Nyk Ngayogyan Jejeg,img_00228
img_00229_orig.png,ꦕꦠꦤꦭ,catanala,4,AB Wulang,img_00229
img_00229_aug1.png,ꦕꦠꦤꦭ,catanala,4,AB Wulang,img_00229
img_00229_aug2.png,ꦕꦠꦤꦭ,catanala,4,AB Wulang,img_00229
img_00230_orig.png,ꦩꦚꦫ,manyara,3,AR Demak Beta,img_00230
img_00230_aug1.png,ꦩꦚꦫ,manyara,3,AR Demak Beta,img_00230
img_00230_aug2.png,ꦩꦚꦫ,manyara,3,AR Demak Beta,img_00230
img_00231_orig.png,ꦢꦪꦛꦏꦤꦗ,dayathakanaja,6,AB Bakul,img_00231
img_00231_aug1.png,ꦢꦪꦛꦏꦤꦗ,dayathakanaja,6,AB Bakul,img_00231
img_00231_aug2.png,ꦢꦪꦛꦏꦤꦗ,dayathakanaja,6,AB Bakul,img_00231
img_00233_orig.png,ꦮꦩꦗꦝꦔ,wamajadhanga,5,AR Demak Beta,img_00233
img_00233_aug1.png,ꦮꦩꦗꦝꦔ,wamajadhanga,5,AR Demak Beta,img_00233
img_00233_aug2.png,ꦮꦩꦗꦝꦔ,wamajadhanga,5,AR Demak Beta,img_00233
img_00236_orig.png,ꦛꦥꦤꦮꦭꦕ,thapanawalaca,6,Nawatura Beta,img_00236
img_00236_aug1.png,ꦛꦥꦤꦮꦭꦕ,thapanawalaca,6,Nawatura Beta,img_00236
img_00236_aug2.png,ꦛꦥꦤꦮꦭꦕ,thapanawalaca,6,Nawatura Beta,img_00236
img_00237_orig.png,ꦥꦲꦚꦛꦪꦧ,pahanyathayaba,6,AB Wulang,img_00237
img_00237_aug1.png,ꦥꦲꦚꦛꦪꦧ,pahanyathayaba,6,AB Wulang,img_00237
img_00237_aug2.png,ꦥꦲꦚꦛꦪꦧ,pahanyathayaba,6,AB Wulang,img_00237
img_00238_orig.png,ꦏꦝꦝꦕꦢꦕ,kadhadhacadaca,6,Dhuwung,img_00238
img_00238_aug1.png,ꦏꦝꦝꦕꦢꦕ,kadhadhacadaca,6,Dhuwung,img_00238
img_00238_aug2.png,ꦏꦝꦝꦕꦢꦕ,kadhadhacadaca,6,Dhuwung,img_00238
img_00239_orig.png,ꦚꦛꦝ,nyathadha,3,Nawatura Beta,img_00239
img_00239_aug1.png,ꦚꦛꦝ,nyathadha,3,Nawatura Beta,img_00239
img_00239_aug2.png,ꦚꦛꦝ,nyathadha,3,Nawatura Beta,img_00239
img_00240_orig.png,ꦕꦕꦭꦲꦗꦮ,cacalahajawa,6,Nawatura Beta,img_00240
img_00240_aug1.png,ꦕꦕꦭꦲꦗꦮ,cacalahajawa,6,Nawatura Beta,img_00240
img_00240_aug2.png,ꦕꦕꦭꦲꦗꦮ,cacalahajawa,6,Nawatura Beta,img_00240
img_00241_orig.png,ꦕꦏ,caka,2,Gumregah New FULL,img_00241
img_00241_aug1.png,ꦕꦏ,caka,2,Gumregah New FULL,img_00241
img_00241_aug2.png,ꦕꦏ,caka,2,Gumregah New FULL,img_00241
img_00242_orig.png,ꦮꦥ,wapa,2,Nyk Ngayogyan Jejeg,img_00242
img_00242_aug1.png,ꦮꦥ,wapa,2,Nyk Ngayogyan Jejeg,img_00242
img_00242_aug2.png,ꦮꦥ,wapa,2,Nyk Ngayogyan Jejeg,img_00242
img_00244_orig.png,ꦏꦝꦕꦠꦠꦝ,kadhacatatadha,6,AB Bakul,img_00244
img_00244_aug1.png,ꦏꦝꦕꦠꦠꦝ,kadhacatatadha,6,AB Bakul,img_00244
img_00244_aug2.png,ꦏꦝꦕꦠꦠꦝ,kadhacatatadha,6,AB Bakul,img_00244
img_00246_orig.png,ꦢꦮ,dawa,2,Gumregah New FULL,img_00246
img_00246_aug1.png,ꦢꦮ,dawa,2,Gumregah New FULL,img_00246
img_00246_aug2.png,ꦢꦮ,dawa,2,Gumregah New FULL,img_00246
img_00247_orig.png,ꦏꦱꦠ,kasata,3,Djoharuddin,img_00247
img_00247_aug1.png,ꦏꦱꦠ,kasata,3,Djoharuddin,img_00247
img_00247_aug2.png,ꦏꦱꦠ,kasata,3,Djoharuddin,img_00247
img_00248_orig.png,ꦒꦔ,ganga,2,Nyk Ngayogyan Jejeg,img_00248
img_00248_aug1.png,ꦒꦔ,ganga,2,Nyk Ngayogyan Jejeg,img_00248
img_00248_aug2.png,ꦒꦔ,ganga,2,Nyk Ngayogyan Jejeg,img_00248
img_00250_orig.png,ꦒꦕꦫꦩꦮꦕ,gacaramawaca,6,Noto Sans Javanese Regular,img_00250
img_00250_aug1.png,ꦒꦕꦫꦩꦮꦕ,gacaramawaca,6,Noto Sans Javanese Regular,img_00250
img_00250_aug2.png,ꦒꦕꦫꦩꦮꦕ,gacaramawaca,6,Noto Sans Javanese Regular,img_00250
img_00253_orig.png,ꦭꦭꦏꦪ,lalakaya,4,AR Demak Beta,img_00253
img_00253_aug1.png,ꦭꦭꦏꦪ,lalakaya,4,AR Demak Beta,img_00253
img_00253_aug2.png,ꦭꦭꦏꦪ,lalakaya,4,AR Demak Beta,img_00253
img_00254_orig.png,ꦗꦮ,jawa,2,Djoharuddin,img_00254
img_00254_aug1.png,ꦗꦮ,jawa,2,Djoharuddin,img_00254
img_00254_aug2.png,ꦗꦮ,jawa,2,Djoharuddin,img_00254
img_00256_orig.png,ꦏꦱꦥꦔꦮꦧ,kasapangawaba,6,Gumregah New FULL,img_00256
img_00256_aug1.png,ꦏꦱꦥꦔꦮꦧ,kasapangawaba,6,Gumregah New FULL,img_00256
img_00256_aug2.png,ꦏꦱꦥꦔꦮꦧ,kasapangawaba,6,Gumregah New FULL,img_00256
img_00257_orig.png,ꦧꦛ,batha,2,Jamawi,img_00257
img_00257_aug1.png,ꦧꦛ,batha,2,Jamawi,img_00257
img_00257_aug2.png,ꦧꦛ,batha,2,Jamawi,img_00257
img_00258_orig.png,ꦧꦱꦥ,basapa,3,Nyk Ngayogyan Jejeg,img_00258
img_00258_aug1.png,ꦧꦱꦥ,basapa,3,Nyk Ngayogyan Jejeg,img_00258
img_00258_aug2.png,ꦧꦱꦥ,basapa,3,Nyk Ngayogyan Jejeg,img_00258
img_00259_orig.png,ꦫꦧꦝꦢꦪ,rabadhadaya,5,AR Demak Beta,img_00259
img_00259_aug1.png,ꦫꦧꦝꦢꦪ,rabadhadaya,5,AR Demak Beta,img_00259
img_00259_aug2.png,ꦫꦧꦝꦢꦪ,rabadhadaya,5,AR Demak Beta,img_00259
img_00261_orig.png,ꦗꦔ,janga,2,AB Bakul,img_00261
img_00261_aug1.png,ꦗꦔ,janga,2,AB Bakul,img_00261
img_00261_aug2.png,ꦗꦔ,janga,2,AB Bakul,img_00261
img_00262_orig.png,ꦫꦪꦛꦒꦮꦪ,rayathagawaya,6,Djoharuddin,img_00262
img_00262_aug1.png,ꦫꦪꦛꦒꦮꦪ,rayathagawaya,6,Djoharuddin,img_00262
img_00262_aug2.png,ꦫꦪꦛꦒꦮꦪ,rayathagawaya,6,Djoharuddin,img_00262
img_00264_orig.png,ꦪꦗꦔꦭ,yajangala,4,New Kramawirya,img_00264
img_00264_aug1.png,ꦪꦗꦔꦭ,yajangala,4,New Kramawirya,img_00264
img_00264_aug2.png,ꦪꦗꦔꦭ,yajangala,4,New Kramawirya,img_00264
img_00268_orig.png,ꦥꦒꦔꦠꦲ,pagangataha,5,Nyk Ngayogyan New Italic,img_00268
img_00268_aug1.png,ꦥꦒꦔꦠꦲ,pagangataha,5,Nyk Ngayogyan New Italic,img_00268
img_00268_aug2.png,ꦥꦒꦔꦠꦲ,pagangataha,5,Nyk Ngayogyan New Italic,img_00268
img_00269_orig.png,ꦒꦔꦫꦔꦒ,gangarangaga,5,Noto Sans Javanese Regular,img_00269
img_00269_aug1.png,ꦒꦔꦫꦔꦒ,gangarangaga,5,Noto Sans Javanese Regular,img_00269
img_00269_aug2.png,ꦒꦔꦫꦔꦒ,gangarangaga,5,Noto Sans Javanese Regular,img_00269
img_00270_orig.png,ꦩꦏꦠꦲ,makataha,4,Gumregah New FULL,img_00270
img_00270_aug1.png,ꦩꦏꦠꦲ,makataha,4,Gumregah New FULL,img_00270
img_00270_aug2.png,ꦩꦏꦠꦲ,makataha,4,Gumregah New FULL,img_00270
img_00272_orig.png,ꦲꦏꦧꦚꦮꦚ,hakabanyawanya,6,AB Wulang,img_00272
img_00272_aug1.png,ꦲꦏꦧꦚꦮꦚ,hakabanyawanya,6,AB Wulang,img_00272
img_00272_aug2.png,ꦲꦏꦧꦚꦮꦚ,hakabanyawanya,6,AB Wulang,img_00272
img_00273_orig.png,ꦗꦩꦢꦏꦱ,jamadakasa,5,CARAKAN JAWA,img_00273
img_00273_aug1.png,ꦗꦩꦢꦏꦱ,jamadakasa,5,CARAKAN JAWA,img_00273
img_00273_aug2.png,ꦗꦩꦢꦏꦱ,jamadakasa,5,CARAKAN JAWA,img_00273
img_00274_orig.png,ꦏꦠꦗꦩꦱ,katajamasa,5,AB Bakul,img_00274
img_00274_aug1.png,ꦏꦠꦗꦩꦱ,katajamasa,5,AB Bakul,img_00274
img_00274_aug2.png,ꦏꦠꦗꦩꦱ,katajamasa,5,AB Bakul,img_00274
img_00276_orig.png,ꦲꦠ,hata,2,Djoharuddin,img_00276
img_00276_aug1.png,ꦲꦠ,hata,2,Djoharuddin,img_00276
img_00276_aug2.png,ꦲꦠ,hata,2,Djoharuddin,img_00276
img_00277_orig.png,ꦤꦔ,nanga,2,Gumregah New FULL,img_00277
img_00277_aug1.png,ꦤꦔ,nanga,2,Gumregah New FULL,img_00277
img_00277_aug2.png,ꦤꦔ,nanga,2,Gumregah New FULL,img_00277
img_00279_orig.png,ꦪꦧꦱꦫ,yabasara,4,CARAKAN JAWA,img_00279
img_00279_aug1.png,ꦪꦧꦱꦫ,yabasara,4,CARAKAN JAWA,img_00279
img_00279_aug2.png,ꦪꦧꦱꦫ,yabasara,4,CARAKAN JAWA,img_00279
img_00280_orig.png,ꦤꦝ,nadha,2,Djoharuddin,img_00280
img_00280_aug1.png,ꦤꦝ,nadha,2,Djoharuddin,img_00280
img_00280_aug2.png,ꦤꦝ,nadha,2,Djoharuddin,img_00280
img_00282_orig.png,ꦢꦢꦩꦗꦮ,dadamajawa,5,Damarwulan,img_00282
img_00282_aug1.png,ꦢꦢꦩꦗꦮ,dadamajawa,5,Damarwulan,img_00282
img_00282_aug2.png,ꦢꦢꦩꦗꦮ,dadamajawa,5,Damarwulan,img_00282
img_00284_orig.png,ꦧꦒꦮꦏ,bagawaka,4,CARAKAN JAWA,img_00284
img_00284_aug1.png,ꦧꦒꦮꦏ,bagawaka,4,CARAKAN JAWA,img_00284
img_00284_aug2.png,ꦧꦒꦮꦏ,bagawaka,4,CARAKAN JAWA,img_00284
img_00287_orig.png,ꦭꦮꦮ,lawawa,3,Jamawi,img_00287
img_00287_aug1.png,ꦭꦮꦮ,lawawa,3,Jamawi,img_00287
img_00287_aug2.png,ꦭꦮꦮ,lawawa,3,Jamawi,img_00287
img_00288_orig.png,ꦥꦧꦏ,pabaka,3,AB Bakul,img_00288
img_00288_aug1.png,ꦥꦧꦏ,pabaka,3,AB Bakul,img_00288
img_00288_aug2.png,ꦥꦧꦏ,pabaka,3,AB Bakul,img_00288
img_00289_orig.png,ꦥꦭꦩꦒꦪ,palamagaya,5,Gumregah New FULL,img_00289
img_00289_aug1.png,ꦥꦭꦩꦒꦪ,palamagaya,5,Gumregah New FULL,img_00289
img_00289_aug2.png,ꦥꦭꦩꦒꦪ,palamagaya,5,Gumregah New FULL,img_00289
img_00290_orig.png,ꦪꦗꦥ,yajapa,3,Nyk Ngayogyan Jejeg,img_00290
img_00290_aug1.png,ꦪꦗꦥ,yajapa,3,Nyk Ngayogyan Jejeg,img_00290
img_00290_aug2.png,ꦪꦗꦥ,yajapa,3,Nyk Ngayogyan Jejeg,img_00290
img_00292_orig.png,ꦠꦗꦏꦔ,tajakanga,4,Sehulbari,img_00292
img_00292_aug1.png,ꦠꦗꦏꦔ,tajakanga,4,Sehulbari,img_00292
img_00292_aug2.png,ꦠꦗꦏꦔ,tajakanga,4,Sehulbari,img_00292
img_00294_orig.png,ꦝꦠꦪꦩ,dhatayama,4,AB Bakul,img_00294
img_00294_aug1.png,ꦝꦠꦪꦩ,dhatayama,4,AB Bakul,img_00294
img_00294_aug2.png,ꦝꦠꦪꦩ,dhatayama,4,AB Bakul,img_00294
img_00295_orig.png,ꦚꦕꦪꦒꦔ,nyacayaganga,5,Nyk Ngayogyan Jejeg,img_00295
img_00295_aug1.png,ꦚꦕꦪꦒꦔ,nyacayaganga,5,Nyk Ngayogyan Jejeg,img_00295
img_00295_aug2.png,ꦚꦕꦪꦒꦔ,nyacayaganga,5,Nyk Ngayogyan Jejeg,img_00295
img_00296_orig.png,ꦥꦏ,paka,2,Noto Sans Javanese Regular,img_00296
img_00296_aug1.png,ꦥꦏ,paka,2,Noto Sans Javanese Regular,img_00296
img_00296_aug2.png,ꦥꦏ,paka,2,Noto Sans Javanese Regular,img_00296
img_00297_orig.png,ꦫꦛꦝꦠꦤꦏ,rathadhatanaka,6,Djoharuddin,img_00297
img_00297_aug1.png,ꦫꦛꦝꦠꦤꦏ,rathadhatanaka,6,Djoharuddin,img_00297
img_00297_aug2.png,ꦫꦛꦝꦠꦤꦏ,rathadhatanaka,6,Djoharuddin,img_00297
img_00298_orig.png,ꦢꦏ,daka,2,Sehulbari,img_00298
img_00298_aug1.png,ꦢꦏ,daka,2,Sehulbari,img_00298
img_00298_aug2.png,ꦢꦏ,daka,2,Sehulbari,img_00298
img_00299_orig.png,ꦩꦪꦫꦔꦤꦝ,mayaranganadha,6,Nyk Ngayogyan Jejeg,img_00299
img_00299_aug1.png,ꦩꦪꦫꦔꦤꦝ,mayaranganadha,6,Nyk Ngayogyan Jejeg,img_00299
img_00299_aug2.png,ꦩꦪꦫꦔꦤꦝ,mayaranganadha,6,Nyk Ngayogyan Jejeg,img_00299
img_00300_orig.png,ꦤꦫꦠ,narata,3,Nawatura Beta,img_00300
img_00300_aug1.png,ꦤꦫꦠ,narata,3,Nawatura Beta,img_00300
img_00300_aug2.png,ꦤꦫꦠ,narata,3,Nawatura Beta,img_00300
img_00302_orig.png,ꦕꦩ,cama,2,Nawatura Beta,img_00302
img_00302_aug1.png,ꦕꦩ,cama,2,Nawatura Beta,img_00302
img_00302_aug2.png,ꦕꦩ,cama,2,Nawatura Beta,img_00302
img_00303_orig.png,ꦔꦫꦲ,ngaraha,3,Tuladha Jejeg,img_00303
img_00303_aug1.png,ꦔꦫꦲ,ngaraha,3,Tuladha Jejeg,img_00303
img_00303_aug2.png,ꦔꦫꦲ,ngaraha,3,Tuladha Jejeg,img_00303
img_00304_orig.png,ꦢꦏꦲꦭꦢ,dakahalada,5,Sehulbari,img_00304
img_00304_aug1.png,ꦢꦏꦲꦭꦢ,dakahalada,5,Sehulbari,img_00304
img_00304_aug2.png,ꦢꦏꦲꦭꦢ,dakahalada,5,Sehulbari,img_00304
img_00306_orig.png,ꦗꦪꦕꦩꦛꦩ,jayacamathama,6,New Kramawirya,img_00306
img_00306_aug1.png,ꦗꦪꦕꦩꦛꦩ,jayacamathama,6,New Kramawirya,img_00306
img_00306_aug2.png,ꦗꦪꦕꦩꦛꦩ,jayacamathama,6,New Kramawirya,img_00306
img_00307_orig.png,ꦕꦫꦗ,caraja,3,CARAKAN JAWA,img_00307
img_00307_aug1.png,ꦕꦫꦗ,caraja,3,CARAKAN JAWA,img_00307
img_00307_aug2.png,ꦕꦫꦗ,caraja,3,CARAKAN JAWA,img_00307
img_00308_orig.png,ꦏꦔꦱꦏ,kangasaka,4,AB Wulang,img_00308
img_00308_aug1.png,ꦏꦔꦱꦏ,kangasaka,4,AB Wulang,img_00308
img_00308_aug2.png,ꦏꦔꦱꦏ,kangasaka,4,AB Wulang,img_00308
img_00309_orig.png,ꦒꦢꦠꦫꦱ,gadatarasa,5,AR Demak Beta,img_00309
img_00309_aug1.png,ꦒꦢꦠꦫꦱ,gadatarasa,5,AR Demak Beta,img_00309
img_00309_aug2.png,ꦒꦢꦠꦫꦱ,gadatarasa,5,AR Demak Beta,img_00309
img_00310_orig.png,ꦥꦥꦥꦏ,papapaka,4,Sehulbari,img_00310
img_00310_aug1.png,ꦥꦥꦥꦏ,papapaka,4,Sehulbari,img_00310
img_00310_aug2.png,ꦥꦥꦥꦏ,papapaka,4,Sehulbari,img_00310
img_00311_orig.png,ꦫꦕꦮ,racawa,3,Damarwulan,img_00311
img_00311_aug1.png,ꦫꦕꦮ,racawa,3,Damarwulan,img_00311
img_00311_aug2.png,ꦫꦕꦮ,racawa,3,Damarwulan,img_00311
img_00312_orig.png,ꦗꦫ,jara,2,Djoharuddin,img_00312
img_00312_aug1.png,ꦗꦫ,jara,2,Djoharuddin,img_00312
img_00312_aug2.png,ꦗꦫ,jara,2,Djoharuddin,img_00312
img_00314_orig.png,ꦏꦲꦚꦫ,kahanyara,4,Nawatura Beta,img_00314
img_00314_aug1.png,ꦏꦲꦚꦫ,kahanyara,4,Nawatura Beta,img_00314
img_00314_aug2.png,ꦏꦲꦚꦫ,kahanyara,4,Nawatura Beta,img_00314
img_00315_orig.png,ꦕꦕꦥꦏꦧ,cacapakaba,5,Nyk Ngayogyan New Italic,img_00315
img_00315_aug1.png,ꦕꦕꦥꦏꦧ,cacapakaba,5,Nyk Ngayogyan New Italic,img_00315
img_00315_aug2.png,ꦕꦕꦥꦏꦧ,cacapakaba,5,Nyk Ngayogyan New Italic,img_00315
img_00316_orig.png,ꦚꦱꦩꦚ,nyasamanya,4,Gumregah New FULL,img_00316
img_00316_aug1.png,ꦚꦱꦩꦚ,nyasamanya,4,Gumregah New FULL,img_00316
img_00316_aug2.png,ꦚꦱꦩꦚ,nyasamanya,4,Gumregah New FULL,img_00316
img_00318_orig.png,ꦤꦛꦔꦚ,nathanganya,4,Tuladha Jejeg,img_00318
img_00318_aug1.png,ꦤꦛꦔꦚ,nathanganya,4,Tuladha Jejeg,img_00318
img_00318_aug2.png,ꦤꦛꦔꦚ,nathanganya,4,Tuladha Jejeg,img_00318
img_00319_orig.png,ꦤꦪꦭꦩ,nayalama,4,AB Wulang,img_00319
img_00319_aug1.png,ꦤꦪꦭꦩ,nayalama,4,AB Wulang,img_00319
img_00319_aug2.png,ꦤꦪꦭꦩ,nayalama,4,AB Wulang,img_00319
img_00320_orig.png,ꦔꦗꦛꦪ,ngajathaya,4,Nayaka New,img_00320
img_00320_aug1.png,ꦔꦗꦛꦪ,ngajathaya,4,Nayaka New,img_00320
img_00320_aug2.png,ꦔꦗꦛꦪ,ngajathaya,4,Nayaka New,img_00320
img_00321_orig.png,ꦗꦥꦤ,japana,3,Nayaka New,img_00321
img_00321_aug1.png,ꦗꦥꦤ,japana,3,Nayaka New,img_00321
img_00321_aug2.png,ꦗꦥꦤ,japana,3,Nayaka New,img_00321
img_00323_orig.png,ꦕꦱꦔꦱ,casangasa,4,AB Bakul,img_00323
img_00323_aug1.png,ꦕꦱꦔꦱ,casangasa,4,AB Bakul,img_00323
img_00323_aug2.png,ꦕꦱꦔꦱ,casangasa,4,AB Bakul,img_00323
img_00324_orig.png,ꦲꦥꦝ,hapadha,3,Noto Sans Javanese Regular,img_00324
img_00324_aug1.png,ꦲꦥꦝ,hapadha,3,Noto Sans Javanese Regular,img_00324
